GRT_LABELLED_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumDimensions: 2
TotalNumExamples: 1228
NumberOfClasses: 3
ClassIDsAndCounters: 
1	728	NOT_SET
2	326	NOT_SET
3	174	NOT_SET
UseExternalRanges: 0
Data:
1	0.500217	0.500332
1	0.500217	0.500301
1	0.500224	0.500301
1	0.500193	0.500317
1	0.500186	0.500337
1	0.500188	0.500322
1	0.500199	0.500312
1	0.500199	0.500308
1	0.500206	0.500308
1	0.500206	0.500324
1	0.500207	0.500324
1	0.500199	0.500314
1	0.500206	0.500308
1	0.500203	0.500324
1	0.500204	0.500311
1	0.500204	0.500302
1	0.500189	0.500302
1	0.50019	0.500302
1	0.50019	0.500292
1	0.50019	0.500292
1	0.500166	0.500292
1	0.500134	0.500286
1	0.500105	0.500208
1	0.500098	0.500014
1	0.500117	0.499998
1	0.500201	0.499968
1	0.500252	0.499983
1	0.500308	0.500118
1	0.500354	0.500257
1	0.500393	0.500366
1	0.500401	0.500427
1	0.500366	0.500433
1	0.500366	0.500418
1	0.500364	0.500418
1	0.500364	0.500428
1	0.500362	0.500428
1	0.500362	0.500415
1	0.500358	0.500415
1	0.5004	0.500412
1	0.50047	0.500475
1	0.50047	0.500516
1	0.500473	0.500516
1	0.500468	0.500496
1	0.500468	0.500493
1	0.500458	0.500493
1	0.500458	0.500487
1	0.500458	0.500487
1	0.500467	0.500487
1	0.500443	0.500525
1	0.500443	0.500562
1	0.500461	0.500562
1	0.500461	0.500555
1	0.500461	0.500555
1	0.500468	0.500555
1	0.500468	0.500571
1	0.500468	0.500571
1	0.500468	0.500571
1	0.500469	0.500571
1	0.500476	0.500561
1	0.500476	0.500577
1	0.500476	0.500577
1	0.500476	0.500577
1	0.500477	0.500577
1	0.500477	0.500567
1	0.500477	0.500567
1	0.500465	0.500567
1	0.500465	0.50059
1	0.50046	0.50059
1	0.500463	0.500619
1	0.500472	0.500645
1	0.500472	0.500629
1	0.500479	0.500629
1	0.500479	0.500645
1	0.500479	0.500645
1	0.50048	0.500645
1	0.50048	0.500635
1	0.500479	0.500635
1	0.500497	0.500645
1	0.500497	0.500712
1	0.500472	0.500712
1	0.500497	0.500716
1	0.50048	0.500712
1	0.500479	0.500723
1	0.500479	0.500732
1	0.500479	0.500732
1	0.500486	0.500732
1	0.500486	0.500748
1	0.500486	0.500748
1	0.500493	0.500748
1	0.500493	0.500764
1	0.500493	0.500764
1	0.500499	0.500764
1	0.500499	0.50078
1	0.500475	0.50078
1	0.500481	0.500784
1	0.500481	0.5008
1	0.500481	0.5008
1	0.500481	0.5008
1	0.50048	0.5008
1	0.50048	0.50081
1	0.50048	0.50081
1	0.500487	0.50081
1	0.50049	0.500826
1	0.50049	0.500872
1	0.50049	0.500872
1	0.500497	0.500872
1	0.5005	0.500888
1	0.5005	0.500901
1	0.500509	0.500901
1	0.500532	0.500972
1	0.500568	0.50102
1	0.500568	0.501156
1	0.500575	0.501156
1	0.500575	0.501172
1	0.500575	0.501172
1	0.500575	0.501172
1	0.500575	0.501172
1	0.500582	0.501172
1	0.500564	0.501188
1	0.500564	0.501208
1	0.50057	0.501208
1	0.50057	0.501224
1	0.50057	0.501224
1	0.50057	0.501224
1	0.50057	0.501224
1	0.50057	0.501224
1	0.500568	0.501224
1	0.500568	0.501244
1	0.500571	0.501244
1	0.500571	0.501256
1	0.500571	0.501256
1	0.500578	0.501256
1	0.500578	0.501272
1	0.500585	0.501272
1	0.500585	0.501288
1	0.50058	0.501288
1	0.500585	0.501286
1	0.500585	0.501288
1	0.500592	0.501288
1	0.500567	0.501304
1	0.500567	0.501308
1	0.500564	0.501308
1	0.500564	0.501328
1	0.500564	0.501328
1	0.500501	0.501328
1	0.500458	0.501326
1	0.500464	0.501305
1	0.500487	0.501321
1	0.500487	0.501337
1	0.500494	0.501337
1	0.500494	0.501353
1	0.5005	0.501353
1	0.500477	0.501369
1	0.500477	0.501363
1	0.500477	0.501363
1	0.500477	0.501363
1	0.500477	0.501363
1	0.500477	0.501363
1	0.500477	0.501363
1	0.500478	0.501363
1	0.500478	0.501353
1	0.500478	0.501353
1	0.500478	0.501353
1	0.500478	0.501353
1	0.50048	0.501353
1	0.500475	0.501366
1	0.500475	0.50134
1	0.500475	0.50134
1	0.500475	0.50134
1	0.500482	0.50134
1	0.500487	0.501314
1	0.500482	0.501316
1	0.500461	0.501314
1	0.500461	0.501331
1	0.500423	0.501331
1	0.500402	0.501315
1	0.500395	0.501276
1	0.498373	0.534383
1	0.49845	0.534338
